content,cleaned_content,score,accuracy,completeness,satisfaction,reasoning
responnya sunguh lambat di saat buat laporan dikarnakan akun bermasalah dan di saat ada respon bukan hal yang bermasalah yang di bahas malah hal yang tidak ada kaitanya dengan problem pada akun,responnya sunguh lambat di saat buat laporan dikarnakan akun bermasalah dan di saat ada respon bukan hal yang bermasalah yang di bahas malah hal yang tidak ada kaitanya dengan problem pada akun,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (respon lambat, akun bermasalah) dan menunjukkan respon emosional negatif (kecewa), tetapi tidak menyebutkan fitur yang tidak lengkap."
"Nyesel banget ngelunasin dana cicil dan menjaga kredibilitas saya sebagai nasabah,setelah lunas limit yang ada di dana cicil malah tidak dapat digunakan. suruh ke customer service sama aja tidak ada penjelasan yg nyata pokoknya kecewa ,saya kasi bintang 1.","nyesel banget ngelunasin dana cicil dan menjaga kredibilitas saya sebagai nasabah,setelah lunas limit yang ada di dana cicil malah tidak dapat digunakan. suruh ke customer service sama aja tidak ada penjelasan yg nyata pokoknya kecewa ,saya kasi bintang 1.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena limit dana cicil tidak dapat digunakan setelah lunas, dan juga merasa kecewa dengan layanan customer service."
"kurang memuaskan padahal udah sering bertransaksi di Dana,udah lama juga make Dana tapi fitur Dana cicil belum bisa muncul juga pas di buka tampilannya malah aktifasi gagal harus bertransaksi lebih sering menggunakan Dana wkwk","kurang memuaskan padahal udah sering bertransaksi di dana,udah lama juga make dana tapi fitur dana cicil belum bisa muncul juga pas di buka tampilannya malah aktifasi gagal harus bertransaksi lebih sering menggunakan dana wkwk",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (aktifasi gagal), menyebutkan fitur tidak lengkap (fitur dana cicil belum bisa muncul), dan menunjukkan respon emosional negatif (kurang memuaskan, kekecewaan)"
layanan agak buruk karna dana cicil hya ada di akun ter tentu,layanan agak buruk karna dana cicil hya ada di akun ter tentu,1,0.0,0.0,1.0,"Ulasan menyatakan bahwa layanan 'agak buruk' yang menunjukkan respon emosional negatif dari pengguna, sehingga label satisfaction diberi nilai 1."
top up dana belum masuk juga tapi saldo di mbanking ke potong tambah buruk aja dana semakin kemari bukannya tambah bagus malah buruk,top up dana belum masuk juga tapi saldo di mbanking ke potong tambah buruk aja dana semakin kemari bukannya tambah bagus malah buruk,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (top up dana belum masuk) dan menunjukkan respon emosional negatif (buruk, semakin kemari, bukannya tambah bagus malah buruk)"
kenapa mau bayar pake dana sekarang susah padahal yg dulu lebih bagus,kenapa mau bayar pake dana sekarang susah padahal yg dulu lebih bagus,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (susah) dan menyatakan kekecewaan (yg dulu lebih bagus)
"jumat 2 januari 2026 jam 17:30 saldo dana sya hilang Rp4,399000 , ada yg melakukan transaksi tanpa sepengetahuan sya saldo ludes , dari pihak dana tdk ada niat mengganti atau uang di kembalikan jadi saran jangan pake dana bahaya sistem gampang di retas atau hack, dan sudah banyak yg jadi korban coba liat d tiktok yg jadi korban , dan pihak dana tdk ada niat untuk memperbaiki sistemnya dan tdk ada solusi bagi kita yg kehilangan saldo yg sudah jadi korban, dan tidak ada niat bertanggung jawab","jumat 2 januari 2026 jam 17 30 saldo dana sya hilang rp4,399000 , ada yg melakukan transaksi tanpa sepengetahuan sya saldo ludes , dari pihak dana tdk ada niat mengganti atau uang di kembalikan jadi saran jangan pake dana bahaya sistem gampang di retas atau hack, dan sudah banyak yg jadi korban coba liat d tiktok yg jadi korban , dan pihak dana tdk ada niat untuk memperbaiki sistemnya dan tdk ada solusi bagi kita yg kehilangan saldo yg sudah jadi korban, dan tidak ada niat bertanggung jawab",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo hilang tanpa sepengetahuan) dan menunjukkan respon emosional negatif (kecewa, marah) terhadap sistem dan pihak Dana."
jelek tf selalu ada kendala,jelek tf selalu ada kendala,1,1.0,0.0,1.0,"Pengguna menyebutkan adanya kendala, yang menunjukkan kesalahan fungsi (accuracy=1) dan juga mengungkapkan emosi negatif dengan kata 'jelek' (satisfaction=1)"
"masa hp saya ga bisa pake dana mental"" mulu mau bikin juga gabisa",masa hp saya ga bisa pake dana mental mulu mau bikin juga gabisa,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (tidak bisa menggunakan aplikasi) dan menunjukkan respon emosional negatif (kecewa)
"ini app seperti ga mempreoritaskan penggunanya, padahal sudah pake applkasinya lama. masa costumer centernya saya mau menanyakan solusi masalah saya hanya di jawab bertele tele . terus dana cicil saya, saya sudah bayar tagihannya ssmua sebelum jatuh tempo tapi waktu limitnya sudah ada kembali malah ga bisa di gunakan,,, untuk apa coba limit kalw tidak bisa di pake","ini app seperti ga mempreoritaskan penggunanya, padahal sudah pake applkasinya lama. masa costumer centernya saya mau menanyakan solusi masalah saya hanya di jawab bertele tele . terus dana cicil saya, saya sudah bayar tagihannya ssmua sebelum jatuh tempo tapi waktu limitnya sudah ada kembali malah ga bisa di gunakan,,, untuk apa coba limit kalw tidak bisa di pake",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana cicil tidak bisa digunakan meskipun sudah membayar tagihan) dan menunjukkan respon emosional negatif (kecewa) karena merasa tidak diprioritaskan dan tidak mendapatkan solusi yang memuaskan dari customer center.
sangat tidak memuaskan dan tidak ada pitur hapis,sangat tidak memuaskan dan tidak ada pitur hapis,1,0.0,1.0,1.0,"Ulasan menyebutkan 'sangat tidak memuaskan' yang menunjukkan respon emosional negatif, dan 'tidak ada pitur hapis' yang menunjukkan kekurangan fitur."
"saya merasa dirugikan sama ewalet dana kok bisanya pembayaran beruntun kelazada... aplikasi jelek,mohon saudara2 semua yg punya dana segera tarik saya korban penipuan oleh aplikasi ewalet dana...pembayaran tanpa pin uangku habis GK tau kemana saya lihat transaksi,GK taunya ada transaksi pembayaran kelazada beruntun lagi...kemana pegawai kok teledor pembayara tanpa pin kok bisa sukses...terima kasih","saya merasa dirugikan sama ewalet dana kok bisanya pembayaran beruntun kelazada... aplikasi jelek,mohon saudara2 semua yg punya dana segera tarik saya korban penipuan oleh aplikasi ewalet dana...pembayaran tanpa pin uangku habis gk tau kemana saya lihat transaksi,gk taunya ada transaksi pembayaran kelazada beruntun lagi...kemana pegawai kok teledor pembayara tanpa pin kok bisa sukses...terima kasih",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (pembayaran tanpa pin, transaksi pembayaran beruntun) dan menunjukkan respon emosional negatif (merasa dirugikan, kecewa, marah)"
"uang saya nyangkut sejuta pelayanan nya lama bener pdhl sudah diminta ini itu masih aja lama proses nya, ga jelas nih dana di beri harapan terus saya","uang saya nyangkut sejuta pelayanan nya lama bener pdhl sudah diminta ini itu masih aja lama proses nya, ga jelas nih dana di beri harapan terus saya",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (uang nyangkut) dan menunjukkan respon emosional negatif (kecewa) karena pelayanan yang lama dan proses yang tidak jelas.
tiba tiba ada transaksi sendiri,tiba tiba ada transaksi sendiri,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (transaksi sendiri) dan terdapat respon emosional (kekecewaan) karena menggunakan kata 'tiba tiba' yang menunjukkan ketidakpuasan.
"aplikasi aneh, padahal sisa saldo 30k pas top up 140k malah jadi 150k ngga jelas emang","aplikasi aneh, padahal sisa saldo 30k pas top up 140k malah jadi 150k ngga jelas emang",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo tidak bertambah sesuai) dan menunjukkan respon emosional negatif (kebingungan dan kemarahan) terhadap aplikasi.
saldo saya tiba2 hilang. dia bilang ada dugaan penipuan. trus dengan adanya dugaan penipuan dia bisa ambil saldo se enaknya. memang di luar nalar sih ini dana parah banget,saldo saya tiba2 hilang. dia bilang ada dugaan penipuan. trus dengan adanya dugaan penipuan dia bisa ambil saldo se enaknya. memang di luar nalar sih ini dana parah banget,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo hilang) dan menunjukkan respon emosional negatif (kecewa, marah) terhadap kejadian tersebut."
slow respon banget ga ada tanggung jawab,slow respon banget ga ada tanggung jawab,1,1.0,0.0,1.0,"Ulasan menyebutkan 'slow respon' yang menunjukkan adanya kesalahan fungsi, serta 'ga ada tanggung jawab' yang menunjukkan respon emosional negatif"
"pengguna lama tapi dana cicil baru aja tampil eh ditolak,aneh kalah sama yang baru daftar ,gmn keadilannya,kecewa","pengguna lama tapi dana cicil baru aja tampil eh ditolak,aneh kalah sama yang baru daftar ,gmn keadilannya,kecewa",1,1.0,0.0,1.0,Pengguna menyebutkan bahwa fitur dana cicil baru tidak berjalan dengan benar (ditolak) dan merasa kecewa dengan keadaan tersebut.
uang saya selalu hilang setiap hari 13000 LBH setiap hari knp memakai dana selalu hilang uang saya.tolong ya google.jngn selalu menyedot uang d dana.saya kecewa sekali setiap hari hilang uang d dana tujuan untuk mengambil uang d dana orang untuk apa...!!!,uang saya selalu hilang setiap hari 13000 lbh setiap hari knp memakai dana selalu hilang uang saya.tolong ya google.jngn selalu menyedot uang d dana.saya kecewa sekali setiap hari hilang uang d dana tujuan untuk mengambil uang d dana orang untuk apa...!!!,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (uang hilang) dan merasa kecewa, sehingga label accuracy dan satisfaction diberi nilai 1."
"lelet uang terkirim,tapi belum diterima","lelet uang terkirim,tapi belum diterima",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena uang terkirim tapi belum diterima, dan terdapat respon emosional 'lelet' yang menunjukkan kekecewaan."
"uang gua blm 24 jam udah di ambil ajee 🥲 gak ikhlas makan tuh uang haram, MAKAN UANG HARAM MAKAN TUHH UANG HARAMMMMMM GUAA GK IKHLAS PLISSS 😔, itu yg di ambil nominal nya banyak lohhhhh, yaAllah jahat banget 😓","uang gua blm 24 jam udah di ambil ajee gak ikhlas makan tuh uang haram, makan uang haram makan tuhh uang harammmmmm guaa gk ikhlas plisss , itu yg di ambil nominal nya banyak lohhhhh, yaallah jahat banget",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (uang diambil tanpa sepengetahuan) dan menunjukkan respon emosional negatif (kecewa, marah) karena merasa uangnya diambil secara tidak sah."
"pakai dana sekarang agak kurang, apalagi A+ rewardnya makin kesini makin banyak voucher yg kurang guna dibandingkan poinnya","pakai dana sekarang agak kurang, apalagi a rewardnya makin kesini makin banyak voucher yg kurang guna dibandingkan poinnya",1,0.0,1.0,1.0,"Pengguna menyebutkan bahwa rewardnya kurang guna dan voucher yang diberikan tidak sesuai dengan kebutuhan, menunjukkan ketidaklengkapan fitur dan ketidakpuasan emosional."
dana cicil tidak bisa digunakan lagi padahal sudah bayar lunas parahh,dana cicil tidak bisa digunakan lagi padahal sudah bayar lunas parahh,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa digunakan lagi meskipun sudah bayar lunas, dan terdapat respon emosional 'parahh' yang menunjukkan kekecewaan."
celeh tukang nyedot saldo,celeh tukang nyedot saldo,1,1.0,0.0,1.0,Ulasan menyebutkan 'nyedot saldo' yang mengindikasikan adanya kesalahan fungsi (error) dan terdapat respon emosional 'celeh' yang menunjukkan kekecewaan pengguna.
pengguna lama cuman belum ada dana cicil nya,pengguna lama cuman belum ada dana cicil nya,1,0.0,1.0,0.0,"Pengguna menyebutkan fitur yang belum ada, yaitu dana cicil, sehingga dilabeli completeness 1"
beli paket data 10GB yang masuk 4GB ..ga jelas ..udah harus pakai Protex segala bayar lagi 300 .... dana ga jelas unistal lebih baik,beli paket data 10gb yang masuk 4gb ..ga jelas ..udah harus pakai protex segala bayar lagi 300 .... dana ga jelas unistal lebih baik,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena paket data yang dibeli tidak sesuai dengan yang diterima, dan juga menyatakan kekecewaan dengan menggunakan kata 'ga jelas' dan membandingkan dengan produk lain yang lebih baik."
"Tolong tingkatkan lagi keamanan nya.. masa saldo saya lenyap dalam kurang dari 2 jam man... Parah bener, Cari duit itu susah min Keamananya gimana ini aplikasi, kurang maksimal bener2 gampang ke hack, padahal segala privasi sudah di ON semua, ttep saja saldo ilang...Aplikasi apaan ini","tolong tingkatkan lagi keamanan nya.. masa saldo saya lenyap dalam kurang dari 2 jam man... parah bener, cari duit itu susah min keamananya gimana ini aplikasi, kurang maksimal bener2 gampang ke hack, padahal segala privasi sudah di on semua, ttep saja saldo ilang...aplikasi apaan ini",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo lenyap), menyebutkan fitur keamanan yang kurang, dan menunjukkan respon emosional negatif (kecewa, marah)"
"tidak pernah menggunakan dana cicil, tidak ada riwyat pinjaman. tiba tiba ada tagihan dana cicil. komplain cs ribet tidak ada respon. merasa di rugikan sekali","tidak pernah menggunakan dana cicil, tidak ada riwyat pinjaman. tiba tiba ada tagihan dana cicil. komplain cs ribet tidak ada respon. merasa di rugikan sekali",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (tagihan dana cicil yang tidak diharapkan) dan merasa dirugikan, menunjukkan respon emosional negatif."
kenapa dana cicil sudah muncul tapi pas di klik dana cicil tidak tersedia,kenapa dana cicil sudah muncul tapi pas di klik dana cicil tidak tersedia,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak tersedia setelah diklik, dan juga terdapat respon emosional kekecewaan yang tersirat dari pertanyaan 'kenapa'."
jangan pakai dana lagi dah puluhan juta pakai dana tapi dana cicil aja gaak bisa . buat apa mending pakai aplikasi lain,jangan pakai dana lagi dah puluhan juta pakai dana tapi dana cicil aja gaak bisa . buat apa mending pakai aplikasi lain,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana cicil tidak bisa) dan menunjukkan respon emosional negatif (kecewa) terhadap aplikasi.
kenapa setiap hari mau transfer uang kok ada tulisan upgrade ke premium terus ya,kenapa setiap hari mau transfer uang kok ada tulisan upgrade ke premium terus ya,1,0.0,0.0,1.0,Pengguna merasa kecewa dengan notifikasi upgrade ke premium yang muncul setiap hari saat melakukan transfer uang.
"""Cairkan dana instant anda sekarang...bla..bla..bla... fiturnya aja belum ad sering di notif,,, lama-lama saya hapus nie aplikasi....👎👎👎👎👎","cairkan dana instant anda sekarang...bla..bla..bla... fiturnya aja belum ad sering di notif,,, lama lama saya hapus nie aplikasi....",1,0.0,1.0,1.0,"Pengguna menyebutkan fitur belum ada dan sering menerima notifikasi, yang menunjukkan kekurangan fitur (completeness=1). Pengguna juga mengungkapkan kekecewaan dengan mengatakan akan menghapus aplikasi, menunjukkan respon emosional negatif (satisfaction=1)."
mau login aja susah sandi sudah benar scan wajah sudah masih belum bisa juga buat login,mau login aja susah sandi sudah benar scan wajah sudah masih belum bisa juga buat login,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gagal login) dan menunjukkan respon emosional kekecewaan.
"min saya ga pernah pinjam dana cicil tiba"" ada tagihannya tolong jelaskan",min saya ga pernah pinjam dana cicil tiba ada tagihannya tolong jelaskan,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (tagihan yang tidak diharapkan) dan merasa kecewa karena tidak memahami situasi tersebut.
"min,, kenapa no saya tidak bisa masuk ke dana, dengan alasan jariangan yg bermasalah. tpi pake no yg lain bisa.","min,, kenapa no saya tidak bisa masuk ke dana, dengan alasan jariangan yg bermasalah. tpi pake no yg lain bisa.",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena tidak bisa masuk ke dana dengan alasan jaringan bermasalah, dan juga menunjukkan respon emosional kekecewaan."
Dana aplikasinya ko gini ya banyak sekali penipu di dana hari ini saya yang kena penipuan mohon dana kembalikan saldo saya.saya sudah premium dapat proteksi masak GK bisa balik saldonya.bukan masalah besar kecilnya saldo tapi ini kejahatan dana/penipuan mohon balikan saldo saya dana😵😫😩,dana aplikasinya ko gini ya banyak sekali penipu di dana hari ini saya yang kena penipuan mohon dana kembalikan saldo saya.saya sudah premium dapat proteksi masak gk bisa balik saldonya.bukan masalah besar kecilnya saldo tapi ini kejahatan dana penipuan mohon balikan saldo saya dana,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (penipuan) dan merasa kecewa dengan layanan aplikasi Dana, sehingga diberi label accuracy dan satisfaction. Tidak ada menyebutkan fitur yang tidak lengkap, sehingga completeness diberi label 0."
"Hallo mohon bantuan nya kenapa dana saya gak ada dana cicil dana instan dan dana pyaleter,,kalau ada nanti saya kasih bintang 5","hallo mohon bantuan nya kenapa dana saya gak ada dana cicil dana instan dan dana pyaleter,,kalau ada nanti saya kasih bintang 5",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana tidak ada) dan menunjukkan respon emosional (kekecewaan) dengan mengancam tidak memberikan bintang 5 jika masalah tidak diselesaikan.
jlk susah frekasih wajah..ribet,jlk susah frekasih wajah..ribet,1,1.0,0.0,1.0,"Pengguna mengalami kesulitan dengan fitur pengenalan wajah dan merasa bahwa prosesnya ribet, menunjukkan adanya kesalahan fungsi dan respon emosional negatif."
"aneh di tempat hadiah harian belum aja 7 hati udah reset ke hati pertama, itu sebenarnya sistemnya gimana gak jelas banget, tolong perbaiki sebelum ratingnya turun drastis","aneh di tempat hadiah harian belum aja 7 hati udah reset ke hati pertama, itu sebenarnya sistemnya gimana gak jelas banget, tolong perbaiki sebelum ratingnya turun drastis",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (reset hati pertama) dan menyatakan kekecewaan dengan sistem yang tidak jelas, sehingga memicu respon emosional."
"mau upgrade ke premium saja susah banget, aplikasi jelek","mau upgrade ke premium saja susah banget, aplikasi jelek",1,1.0,0.0,1.0,"Pengguna mengalami kesulitan saat mencoba upgrade ke premium, yang menunjukkan adanya kesalahan fungsi (accuracy=1), dan juga menyatakan bahwa aplikasi 'jelek' yang menunjukkan respon emosional negatif (satisfaction=1)."
aplikasi ga guna bikin dana bisnis aje ga bisa,aplikasi ga guna bikin dana bisnis aje ga bisa,1,1.0,0.0,1.0,"Pengguna menyatakan bahwa aplikasi tidak berguna dan tidak bisa digunakan untuk membuat dana bisnis, menunjukkan adanya kesalahan fungsi dan respon emosional negatif."
"ga bisa tangkap layar 😫 , tolong kembalikan seperti dulu ,","ga bisa tangkap layar , tolong kembalikan seperti dulu ,",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (ga bisa tangkap layar) dan menunjukkan respon emosional negatif (tolong kembalikan seperti dulu)
apk ajg login dipersulit,apk ajg login dipersulit,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (login dipersulit) dan menunjukkan respon emosional negatif (kecewa)
knpa ga bisa di pakai,knpa ga bisa di pakai,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (tidak bisa dipakai) dan menunjukkan respon emosional kekecewaan (knpa)
masa dana cicil sudah di bayar malah ga bisa di pakai lagi. kecewa si pakai dana ga ada pertimbangan sama sekali .,masa dana cicil sudah di bayar malah ga bisa di pakai lagi. kecewa si pakai dana ga ada pertimbangan sama sekali .,1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil sudah dibayar tetapi tidak bisa digunakan lagi, dan juga menyatakan kekecewaan atas ketidakadaan pertimbangan."
dana cicil ngak ada ada dan ngak bisa di gunakan,dana cicil ngak ada ada dan ngak bisa di gunakan,1,1.0,1.0,1.0,"Pengguna menyebutkan bahwa fitur dana cicil tidak ada dan tidak bisa digunakan, menunjukkan kesalahan fungsi (accuracy), kekurangan fitur (completeness), dan respon emosional negatif (satisfaction)"
"mau masuk login dana minta otp terus sedangkan nomer sudah hilang kalo pin masih tau, mau pemindahan akun gagal terus karena ada aseet yg aktip katanya harus di hapus dlu mau ngehapus gimana login nya juga susah kocak kocak","mau masuk login dana minta otp terus sedangkan nomer sudah hilang kalo pin masih tau, mau pemindahan akun gagal terus karena ada aseet yg aktip katanya harus di hapus dlu mau ngehapus gimana login nya juga susah kocak kocak",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (gagal login, gagal pemindahan akun) dan menunjukkan respon emosional negatif (kocak kocak, yang berarti kecewa atau marah)"
aplikasi macam apa ini kok akun saya di suspend padahal cuma mengirim uang,aplikasi macam apa ini kok akun saya di suspend padahal cuma mengirim uang,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (akun di-suspend) dan menunjukkan respon emosional kekecewaan
"dana saya hilang 50k, padahal saya ga berlangganan tbtb ada pembayaran otomatis tolong di perbaiki","dana saya hilang 50k, padahal saya ga berlangganan tbtb ada pembayaran otomatis tolong di perbaiki",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi (dana hilang) dan menunjukkan respon emosional negatif (kecewa), tetapi tidak menyebutkan fitur yang tidak lengkap."
tolong adakan fitur dana cicil dan dana instan saya padahal saya udah lama paki dana,tolong adakan fitur dana cicil dan dana instan saya padahal saya udah lama paki dana,1,0.0,1.0,1.0,"Pengguna meminta fitur dana cicil dan dana instan, menunjukkan bahwa fitur tersebut belum lengkap. Selain itu, pengguna juga menyatakan kekecewaan karena sudah lama menggunakan dana."
kenapa sekarang login dana harus pakai kode OTP segala..sedangkan nomor sudah tidak aktif,kenapa sekarang login dana harus pakai kode otp segala..sedangkan nomor sudah tidak aktif,1,0.0,0.0,1.0,"Pengguna merasa kecewa dengan perubahan proses login yang memerlukan kode OTP, menunjukkan respon emosional."
"Mau chek in A+ rewards, error melulu","mau chek in a rewards, error melulu",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (error) dan menunjukkan respon emosional negatif (kecewa)
"aplikasi gak jelas uang di dalam di pakai bayar aplikasi yang berlangganan di google play, di cek di google play, gak ada tuh aplikasi langganan harusnya ada verifikasi dulu APLIKASI TOLOL","aplikasi gak jelas uang di dalam di pakai bayar aplikasi yang berlangganan di google play, di cek di google play, gak ada tuh aplikasi langganan harusnya ada verifikasi dulu aplikasi tolol",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena aplikasi tidak jelas tentang uang yang digunakan untuk membayar langganan, dan juga terdapat respon emosional negatif seperti 'tolol' yang menunjukkan kekecewaan pengguna."
DANA APLIKASI SAMPAH KAGA GUNA ADA DAN CICIL KAGA BISA AKTIVASI PAKE DANA TIAP HARI JUGA,dana aplikasi sampah kaga guna ada dan cicil kaga bisa aktivasi pake dana tiap hari juga,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (cicil tidak bisa aktivasi) dan menunjukkan respon emosional negatif (mengatakan aplikasi 'sampah' dan 'kaga guna')
tidak ada dana instan,tidak ada dana instan,1,0.0,1.0,0.0,"Pengguna menyebutkan tentang ketidaktersediaan fitur 'dana instan', yang berarti fitur tersebut tidak lengkap atau kurang."
"JANGAN DONLOD APK DANA BENER2 GA AMAN ,, SALDO SAYA HILANG PIHAK DANA TIDAK MW GANTI SLOGAN 100% DANA KEMBALI JIKA HILANG / DI BOBOL PENIPU","jangan donlod apk dana bener2 ga aman ,, saldo saya hilang pihak dana tidak mw ganti slogan 100 dana kembali jika hilang di bobol penipu",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (saldo hilang) dan menunjukkan respon emosional negatif (kecewa dan marah) terhadap aplikasi Dana.
"dana kamu gimana sih aku top up 22.700, tapi dmnya GK masuk kesaya, pdhl saya sudah memasukan id server/id game dengan benar...","dana kamu gimana sih aku top up 22.700, tapi dmnya gk masuk kesaya, pdhl saya sudah memasukan id server id game dengan benar...",1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana tidak masuk) dan menunjukkan respon emosional kekecewaan.
ulasan dibalas namun tidak diperbaiki keluhan pelanggan mau beli diamon sulit kerja sama pihak lg,ulasan dibalas namun tidak diperbaiki keluhan pelanggan mau beli diamon sulit kerja sama pihak lg,1,1.0,0.0,1.0,"Ulasan menyebutkan bahwa keluhan pelanggan tidak diperbaiki, yang menunjukkan adanya kesalahan fungsi (accuracy=1). Selain itu, terdapat respon emosional negatif seperti 'sulit kerja sama' yang menunjukkan ketidakpuasan (satisfaction=1)."
"kalo bisa bintang 0 gua pilih, transfer apapun itu harunya ada pin dulu biar terkonfirmasi. belum ada pin tiba² saldo berkurang hampir buat aplikasi yang ga pernah di pake. payah","kalo bisa bintang 0 gua pilih, transfer apapun itu harunya ada pin dulu biar terkonfirmasi. belum ada pin tiba saldo berkurang hampir buat aplikasi yang ga pernah di pake. payah",1,1.0,1.0,1.0,"Pengguna mengalami kesalahan fungsi (saldo berkurang tanpa konfirmasi), menyebutkan fitur tidak lengkap (kebutuhan pin untuk transfer), dan menunjukkan respon emosional negatif (kecewa, marah)"
ada dana cicil tp GK bisa di pake,ada dana cicil tp gk bisa di pake,1,1.0,0.0,1.0,"Pengguna menyebutkan bahwa ada fitur dana cicil, tetapi tidak bisa digunakan, menunjukkan adanya kesalahan fungsi (accuracy) dan respon emosional kekecewaan (satisfaction)."
tolong berikan saya fitur dana instan,tolong berikan saya fitur dana instan,1,0.0,1.0,0.0,"Pengguna meminta fitur dana instan, yang berarti mereka merasa fitur tersebut belum lengkap atau belum tersedia."
sudah bertahun tahun dana cicil gak ada saya padahal transaksi. tiap hari,sudah bertahun tahun dana cicil gak ada saya padahal transaksi. tiap hari,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (dana cicil tidak ada) dan menunjukkan respon emosional kekecewaan.
kenapa fitur dana cicil sy tdk bisa digunakan padahal tdk ada cicilan dan limit 200ribu,kenapa fitur dana cicil sy tdk bisa digunakan padahal tdk ada cicilan dan limit 200ribu,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi karena fitur dana cicil tidak bisa digunakan dan mengungkapkan kekecewaan dengan pertanyaan 'kenapa'
Tolong dana pembarui fitur verifikasi tambahkan via Telegram dan tiktok,tolong dana pembarui fitur verifikasi tambahkan via telegram dan tiktok,1,0.0,1.0,0.0,"Pengguna meminta penambahan fitur verifikasi via telegram dan tiktok, yang menunjukkan bahwa fitur saat ini tidak lengkap."
"Dana cicil saya tidak bisa di pake, padahal bekum pernah pinjam","dana cicil saya tidak bisa di pake, padahal bekum pernah pinjam",1,1.0,0.0,1.0,"Pengguna mengalami kesalahan fungsi karena dana cicil tidak bisa digunakan, dan juga terdapat respon emosional kekecewaan karena pengguna telah pernah meminjam sebelumnya."
gj berbaiki dulu masa beku mulu dana jelek,gj berbaiki dulu masa beku mulu dana jelek,1,1.0,0.0,1.0,"Pengguna menyebutkan aplikasi beku dan jelek, menunjukkan adanya kesalahan fungsi (accuracy) dan respon emosional negatif (satisfaction)"
akun saya d proteksi gabisa login,akun saya d proteksi gabisa login,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (gabisa login) dan menunjukkan respon emosional kekecewaan.
ini saya ga ada transaksi digital apapun tiba-tiba muncul tagihan. mana deadline cuma satu hari pula,ini saya ga ada transaksi digital apapun tiba tiba muncul tagihan. mana deadline cuma satu hari pula,1,1.0,0.0,1.0,Pengguna mengalami kesalahan fungsi (tagihan muncul tanpa transaksi digital) dan menunjukkan respon emosional kekecewaan.
"males banget dah , pake dana udah lama transaksi berjuta "" eh ga dikasih fitur dana cicil, malah temen gue baru download udah ada fitur, hadeh apk taik EMG , mending ganti wallet lain gua","males banget dah , pake dana udah lama transaksi berjuta eh ga dikasih fitur dana cicil, malah temen gue baru download udah ada fitur, hadeh apk taik emg , mending ganti wallet lain gua",1,0.0,1.0,1.0,"Pengguna menyatakan kekecewaan karena tidak memiliki fitur dana cicil, yang menunjukkan bahwa fitur tersebut tidak lengkap, serta mengungkapkan emosi negatif seperti kecewa dan marah."
